ID,SPEAKER,TEXT,LING_FEATURES,t5_summary,flan_t5_summary
T476,A,I believe I did.,uncertainty_hedge,"Ich glaube, ich sabotaged my chances of a successful e-mail campaign.",I believe that I did. I believe that I did. I believe that I did. I believe that I did.
T513,Q,"Understood. So I want to talk about your job, throughout your time at the Oregon State Penitentiary.
Have you had the same job from 2009 to the present?
",temp,have you had the same job at the Oregon State Penitentiary from 2009 to the present?,"I want to talk about your job, throughout your time at the Oregon State Penitentiary. Have you had the same job from 2009 to the present?"
T513,A,"I've -- I've -- the position of the correctional medi- -- pardon me -- correctional physician specialist in the department gives us ability to move from -- from site to site. So my job has been the same, but I have had different sites.","disfluency_repeat, disfluency_gen","the correctional medi- -- pardon me -- correctional physician specialist position gives us ability to move from site to site . so my job has been the same, but I have had different sites .","I've -- I've -- the position of the correctional physician specialist in the department gives us ability to move from site to site. So my job has been the same, but I have..."
T513,Q,"So in this whole time, were you the chief
medical officer for the Oregon State Penitentiary?
","temp, cond_real",were you the chief medical officer for the Oregon State Penitentiary? were you a medical officer?,I was the chief medical officer for the Oregon State Penitentiary. I was the chief medical officer for the Oregon State Penitentiary. I was the chief medical officer for the Oregon State Penitentiary.
T513,A,No.,,n îüü  â âî .,"(iii) The jury convicted the defendants of trespassing and obstruction of justice, obstruction of justice, and obstruction of justice."
T513,Q,Okay. So what years were you the chief medical officer for the Oregon State Penitentiary?,,the chief medical officer for the Oregon State Penitentiary was a medical officer . he was chief of medical services for the state penitenciary .,I was the chief medical officer for the Oregon State Penitentiary from 2001 to 2002.
T513,A,"That, I always have to think a bit about. It's been, I think, the last six, almost seven, years","uncertainty_hedge, temp","bob greene: it's been, I think, the last six, almost seven, years . he says that's something he's always had to think about . greene says he hasn't been able to find a better way to live .","I always have to think about that. It's been, I think, the last six, almost seven, years."
T513,Q,"So when you came to the Oregon Department of Corrections in 2009, what was your job?",temp,"when you came to the Oregon Department of Corrections in 2009, what was your job? cnn ireport: tell us about your experience at the corrections department .",I was a corrections officer in the Oregon Department of Corrections. I was a corrections officer in the Oregon Department of Corrections.
T513,A,My job was to be a physician on -- on staff here,disfluency_repeat,my job was to be a physician on -- on staff here at the hospital . dr. edward mccaffery is a doctor on the hospital's medical staff .,My job was to be a physician on -- on staff here. I was a physician on -- on staff here
T513,Q,"Okay. So -- and then, did you have any other jobs before you transitioned to becoming the chief medical officer of the Oregon State Penitentiary?",disfluency_gen,the chief medical officer of the Oregon State Penitentiary . he's the chief physician of the state penitenciary .,I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure.
T513,A,"That, again, I have to think. Because for two years, I was working -- I was covering both Coffee Creek, which is the intake center and women's prisons, and OSP. And somewhere in that two-year period, I was transitioning from one to the other and was able to take up the duties. So that would have been around 2012 or '13, I think. No. '13, '14. Again, it's just a guess","uncertainty_hedge, disfluency_gen, disfluency_correction, cond_unreal, temp","for two years, i was covering both Coffee Creek and women's prisons . a transition period would have been around 2012 or '13, '14, he says .","It's just a guess, but it's just a guess, because for two years, I was covering both Coffee Creek, which is the intake center, and OSP."
T513,Q,"Okay. And then, I think you said that you became chief medical officer of the Oregon State Penitentiary roughly six or seven years ago? ","uncertainty_gen, temp",the chief medical officer of the Oregon State Penitentiary is a medical officer . he says he was a physician at the penitentium for about six or seven years .,I think you said that you became chief medical officer of the Oregon State Penitentiary roughly six or seven years ago?
T513,A,Yes.,,"Yes. I'm not sure if it's a good thing, but if not, then it is a bad thing.",Is there any evidence that he is a convicted felon? Is there any evidence that he is a convicted felon? Is there any evidence that he is a felon?
T513,Q,So does 2015 sound about right,"uncertainty_hedge, temp","2015 sounds about right, so does 2015 sound about right? Yes, it does sound right, but does it sound like 2015?","2015 is a year of change, a year of change, a year of change, a year of change."
T513,A,"2014, 2015, something like that. It's when Dr. Degner retired. Again, since my position doesn't change, I don't have -- you don't apply for these -- these changes. Our -- our credentialing, essentially, is continuous through them. It's just what I'm doing on a particular day. And like I said, it -- there isn't a new job description, essentially, that comes from our -- my -- my position has been the same position with the department the whole time.","disfluency_repeat, disfluency_correction, temp, uncertainty_hedge","""our -- our credentialing, essentially, is continuous through them,"" says dr. degner . since my position doesn't change, it's just what i'm doing on a particular day . ""there isn't a new job description that comes from our -- my position has been the same""","Dr. Degner's position has been the same with the department the whole time, he said."
T532,Q,"Okay. So that’s what I’m trying to clarify. So this is a list of everything that was sent to you, correct?",,"this is a list of everything that was sent to you, correct? if you’re reading this correctly, please click here to see the full list .","Okay. So that’s what I’m trying to clarify. So this is a list of everything that was sent to you, correct?"
T532,A,"This -- this is list that the -- that the counsel for the defense said that they sent to me, and I
have no reason to doubt it.","disfluency_correction, uncertainty_hedge","bob greene: defense sent me a list that the defense said it sent to him . he says he has no reason to doubt it; he said he didn't know what it was . greene says defense sent list to him, and he doesn't think it's true .",I have no reason to doubt the list that the counsel for the defense sent to me that they sent to me.
T532,Q,Okay.,disfluency_repeat,Okay. I'm not sure if it's a good idea to take a look at it .,I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry.
T532,A,"But I haven't gone through it page by page. I've got 12 feet of -- a little more than 12 feet of
shelf space for this and possibly an equal amount that's not printed up.",disfluency_correction,I've got 12 feet of shelf space for this and possibly an equal amount that's not printed up . but i haven't gone through it page by page.,But I haven't gone through it page by page. I've got 12 feet of shelf space for this and possibly an equal amount that's not printed up.
T532,Q,"Can you tell me, if a document is listed here next to your name, does that mean that you reviewed it?",cond_real,"can you tell me if a document is listed here next to your name, does that mean that you reviewed it?",Is there a document listed next to your name that you reviewed? Is there a document listed next to your name that you reviewed?
T532,A,"Again, my answer's the same. I don't -- I don't know that this list is -- I can't -- I can't testify that this list is exactly what I received, because I haven't had a chance to go through this list and go through the 40,000 pages I've received to reconcile them both. Obviously, that would be prohibitive. But everything I received, I went through.","cond_unreal, disfluency_repeat","roxanne jones: 40,000 pages of 40,000-page list are what i've received . she says list isn't exactly what she received; she can't testify that it's what she got . j.k. rowling: everything she received, she went through, she didn't have a chance to reconcile it .","I can't testify that this list is exactly what I received, because I haven't had a chance to go through this list and go through the 40,000 pages I've received to reconcile them both."
T532,Q,Okay. That's essentially my question. You reviewed everything that you received?,,cnn's john sutter asks: have you reviewed everything that you received? he asks .,I reviewed everything that I received. I reviewed everything that I received. I reviewed everything I received. I reviewed everything I received.
T532,A,Correct.,,Korrect. Is that correct? Yes. I'm not sure if it's a typo.,The jury ruled that the defendants did not have sufficient evidence to convict them of trespass.
T532,Q,"So if a document is listed here as something that you received, and you actually did receive it, you reviewed it; is that right?",cond_unreal,"if a document is listed here as something that you received, you reviewed it . bob greene: if you received it, you review it; is that right? he asks .","So if a document is listed here as something that you received, and you actually did receive it, you reviewed it; is that right?"
T532,A,"If I actually did receive it, yes.","uncertainty_hedge, cond_unreal","if I actually did receive it, yes, it was a nice surprise . if not, it would have been great if it had been delivered .","If I actually did receive it, yes, I did receive it, yes, I did receive it."
T532,Q,How was it decided what documents that you would review?,cond_real,how was it decided what documents that you would review? How did you decide on which documents to review?,It was decided that documents that you would review that you would review that you would review that you would review that you would review.
T532,A,Don't know.,uncertainty_gen,"don't know. Don't want to be a statistician? if you do, you'll be able to find out.",I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know.
T532,Q,Did you -- did you have any input into which documents you wanted to review?,disfluency_repeat,did you have any input into which documents you wanted to review? did you want to review a list of documents you would like to see?,Did you -- did you have any input into which documents you wanted to review? -- did you have any input into which documents you wanted to review?
T532,A,"I -- I did ask for the added inmates that Dr. Venters referred to, their medical records, although
I -- come to find out that they were already in the works coming my way. And the extra-sized sheet that I referred to, I asked for that, although later on, I found I already had it, a couple of things like that.","disfluency_repeat, disfluency_gen","the extra-sized sheet that he referred to was already in the works . he asked for the added inmates' medical records, but later found he already had them .","I asked for the extra-sized sheet that I referred to, although I later on, I found I already had it, a couple of things like that."
T532,Q,"Okay. So other than those, you did not select which documents you were going to review?",,"bob greene: other than those, you did not select which documents you were going to review . he says you didn't pick which documents to review? greene says he's not sure if that's a good thing .","Okay. So other than those, you did not select which documents you were going to review?"
T532,A,"Not that I -- I didn't slect the things on the list, no. ","disfluency_repeat, disfluency_gen","not that I -- I didn't select the things on the list, no.","Not that I -- I didn't slect the things on the list, no."
T532,Q,Did you review any grievances?,,did you review any grievances?  Did you review a grievance?,"No, I did not review any grievances. I did not review any of the other complaints."
T532,A,Quite a number of them.,,"Quite a number of them, he says . he adds: ""it's a good thing we've got a lot of them.""",I'm not sure if it's just me or if it's just me or if it's just me.
T532,Q,I don't believe there's grievances listed here as something that you reviewed.So are you referring to grievances that were within the medical records of the individuals that you reviewed?,uncertainty_hedge,are you referring to grievances within the medical records of the individuals that you reviewed?,I don't believe there's grievances listed here as something that you reviewed.So are you referring to grievances that were within the medical records of the individuals that you reviewed?
T532,A,"There were -- there were grievances within the -- the medical records. And I don't have ability
to -- the grievance is a particular sheet, and it doesn't say medical on it. So having received numerous sheets, I can't say that they were all in the medical record. But they were in the records that I received.","disfluency_repeat, disfluency_gen","there were grievances within the -- the medical records that i received . michael hayden: i can't say that they were all in the medical record . he says he received numerous sheets, and they were in the records .",I can't say that there were grievances within the medical records. But they were in the records that I received.
T532,Q,You -- you didn't -- you didn't ask to review medical grievances?,disfluency_repeat,you -- you didn't ask to review medical grievances? did you ask for a review of a grievance?,"You didn't ask to review medical grievances, you didn't ask to review medical grievances"
T532,A,"Not in -- not in isolation, no. There were grievances about non-medical things.",disfluency_repeat,"there were grievances about non-medical things, not in -- not in isolation, no . dr. edward mcdonald: there were concerns about things that weren't medical .",I don't think there's a lot of evidence that this was a medical malpractice case.
T636,Q,"Okay. And while we're on the literary vent, the Muse is your literary magazine?",,"the Muse is your literary magazine . if you're a writer, you've probably read a lot of books .","The Muse is a literary magazine, and it's a literary magazine, and it's a literary magazine."
T636,A,Correct,,"Correct: correct answer: yes, it is correct. Correct answer: Yes, it’s correct.",The jury ruled that the defendants did not have sufficient evidence to convict them of treason.
T636,Q,"Again, do students get credit for participating in the Muse",,Muse: do students get credit for participating in the Muse? Muse is a non-profit organization that promotes the arts and culture of the u.s.,"Students are given credit for participating in the Muse, but they are not given credit for participating in any other event."
T636,A,No.,,n îüü  â âî .,"(iii) The jury convicted the defendants of trespassing and obstruction of justice, obstruction of justice, and obstruction of justice."
T636,Q,And how is that curriculum-related,,and how is that curriculum-related? And how is it related to the curriculum? and how does that curriculum relate to the content?,And how does that curriculum-related curriculum-related curriculum-related curriculum-related curriculum-related curriculum-related
T636,A,"So our Muse consists of journalism, as well as we have students that submit artistic work for the Muse. And so they have publications in there of their artwork, as well as their literary poems or other types of literary writings.",,"our Muse consists of journalism, as well as students that submit artistic work . and so they have publications in there of their artwork . the Muse also has literary poems or other types of writings .","The Muse is a publishing house that publishes a wide variety of writings, including poetry, prose, and non-fiction."
T636,Q,"But this is stuff they're doing from their own creativity, not as a result of courses; is that Correct?",,"this is stuff they're doing from their own creativity, not as a result of courses . is that Correct?",I think it's a good thing that they're doing this because it's something they're doing from their own creativity.
T636,A,"There are things in the Muse that have been created in the art class and/or the English class. If there's a poem written, they are able to submit it to the Muse —",cond_real,"if there's a poem written, it can be submitted to the Muse . the poem must be written in the art class or in the english class . if the poem is written by a student, it is able to be submitted .","If there's a poem written, they are able to submit it to the Muse."
T636,Q,But there are --,disfluency_correction,bob greene: there are -- but there are . he says there are some -- but they are -- there are.,There are -- There are -- There are -- There are -- There are -- There are -- There are -- There are
T636,A,--for publication.,disfluency_correction,"cnn's ireport boot camp: share your photos, videos, and more .",
T636,Q,"-- also people who just do their writing at home on the weekend, and they submit it, and it gets accepted; is that correct?",disfluency_correction,"people submit their writing at home on the weekend, and it gets accepted . bob greene: is that correct?","i.e. people who just do their writing at home on the weekend, and they submit it, and it gets accepted; is that correct?"
T636,A,Yes.,,"Yes. I'm not sure if it's a good thing, but if not, then it is a bad thing.",Is there any evidence that he is a convicted felon? Is there any evidence that he is a convicted felon? Is there any evidence that he is a felon?
T636,Q,"So for those people who are not doing it for a course, how is it curriculum-related?",,"people who aren't doing it for a course, how is it curriculum-related?","So for those people who are not doing it for a course, how is it curriculum-related?"
T636,A,"You said for those people that are not doing it for a course, how is it curricular-related?",,"those that are not doing it for a course, how is it curricular-related? cnn.com's john avlon asks .","You said for those people that are not doing it for a course, how is it curricular-related?"
T636,Q,Right,,"Right now, it’s a matter of time before we get to the real world.",The jury ruled that the defendants were guilty of a misdemeanor misdemeanor misdemeanor and a misdemeanor misdemeanor.
T636,A,"We -- I mean, the goal of high school is to hope that these kids will continue in the courses and expand their knowledge of it or expand their practice of it.",disfluency_gen,the goal of high school is to hope that these kids will continue in the courses . we hope that they will expand their knowledge or expand their practice of it .,"I mean, the goal is to hope that these kids will continue in the courses and expand their knowledge of it or expand their practice of it."
T636,Q,Okay.,,Okay. I'm not sure if it's a good idea to take a look at it .,I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry.
T636,A,And I think we probably all can agree that all overall goal of high school is to have kids go out and take what they've learned in class and apply it to jobs or skills. So it gives them opportunities to continue practicing their writing or their publications or their artwork.,uncertainty_hedge,the goal of high school is to have kids apply what they've learned to jobs or skills . it gives them opportunities to continue practicing their writing or their publications .,I think we can all agree that all overall goal of high school is to have kids go out and take what they've learned in class and apply it to jobs or skills.
T665,Q,"Is there a concern that if you propose the GSA as an official club, that there might be some sort of counter-club that you'd have to recognize because of your concern about neutrality?","cond_unreal, uncertainty_hedge","bob greene: is there a concern that if you propose the GSA as an official club, there might be some sort of counter-club that you'd have to recognize because of your concern about neutrality? he asks .","Is there a concern that if you propose the GSA as an official club, that there might be some sort of counter-club that you'd have to recognize because of your concern about neutrality?"
T665,A,No.,,n îüü  â âî .,"(iii) The jury convicted the defendants of trespassing and obstruction of justice, obstruction of justice, and obstruction of justice."
T665,Q,So what is the impediment today to requesting that the GSA be a -- become an official club?,disfluency_correction,bob greene: what is the impediment to requesting that the GSA be a -- become an official club? he asks: why is it that the gsa isn't a club?,"The GSA is not an official club, it is a member of the governing body."
T665,A,What would they have to do to become an official club?,cond_real,club would have to do to become an official club . what would they need to do if they wanted to become a club?,Become a member of the National Football League (NFL) and the National Football League (NFL).
T665,Q,Sure.,,"Sure. Sure. Yes. Sure, yes. Sure . Yes, yes, yes and no.",I'm a lawyer. I'm a judge. I'm a judge.
T665,A,"They would need to write a proposal and show that they can have sustainability. And then we'd have to analyze how that fits into our curriculum. And then, ultimately, the School Board gets to decide those that are proposed.","conditional_gen, temp",the School Board gets to decide those that are proposed . they would need to write a proposal and show that they can have sustainability .,We're going to have to make a decision on what we're going to do with the money.
T665,Q,"But, as of today, you're unwilling to commit to allowing -- to proposing them because of your concern about the past history and the sporadic nature of the club; is that correct?","disfluency_gen, temp",bob greene: you're unwilling to commit to allowing -- to proposing them . he says you worry about the past history and the sporadic nature of the club . greene asks: is that correct?,it is not possible to tell from the testimony that you're unwilling to commit to allowing -- to propose them because of your concern about the past history and the sporadic nature of the club; is that true?
T665,A,Correct.,,Korrect. Is that correct? Yes. I'm not sure if it's a typo.,The jury ruled that the defendants did not have sufficient evidence to convict them of trespass.
T665,Q,"And what would they have to do to overcome that, in your estimation?","uncertainty_hedge, conditional_gen","what would they have to do to overcome that, in your estimation? if they had to do that, they would have to make a difference .","And what would they have to do to overcome that, in your estimation, in order to overcome that?"
T665,A,"I would like to see more curricular connections with it, not just coming up in times of controversy, so that I know that kids are gaining something related to the academics out of it.",cond_real,"sally kohn: i would like to see more curricular connections with it, not just in times of controversy . she says kids are gaining something related to the academics out of it . but she says i don't think it's a good idea to make a curricular connection . mcdonald's: kids should be able to learn more about science and math .","I would like to see more curricular connections with it, not just coming up in times of controversy, so that I know that kids are getting something related to the academics out of it"
T665,Q,"And the controversy you referred to is the controversy over the teachers not allowed to post --
I think there were flags or LGBTQ-supporting information in the classroom; is that correct?
",uncertainty_hedge,the controversy you referred to is the controversy over the teachers not allowed to post . i think there were flags or LGBTQ-supporting information in the classroom .,I think there were flags or LGBTQ-supporting information in the classroom; is that correct?
T665,A,"Right. I would just like to see them sustain for support for each other versus just coming and going, electing leaders that elect new officers at the end of the year and then they carry it over into the next year. And they've not been able to sustain themselves.",cond_real,john avlon: i would just like to see them sustain for support for each other . he says they've not been able to sustain themselves .,"I would just like to see them sustain for support for each other versus just coming and going, electing leaders that elect new officers"
T665,Q,"But you agree that if they could advertise in the school and spread the word around about their existence as an official club, that would help attract students; is that fair?",cond_real,"bob greene: if clubs could advertise in school, it would attract students . he says that would help attract students; but is that fair? greene says it's not fair for clubs to advertise in the school .","You agree that if they could advertise in the school and spread the word about their existence as an official club, that would help attract students."
T665,A,No.,,n îüü  â âî .,"(iii) The jury convicted the defendants of trespassing and obstruction of justice, obstruction of justice, and obstruction of justice."
T665,Q,Why?,,Warum? Because it's so easy to find a solution to a problem .,"Because he was a convicted felon and a convicted robber, and because he was a convicted robber."
T665,A,"We have other groups that are non Corporation-sponsored, that don't advertise in school and have sustained their existence as well as their membership. Because of today's world we have social media. We have multiple other ways to advertise.",,"bob greene: we have groups that are non Corporation-sponsored, that don't advertise in school . he says we have social media. we have multiple other ways to advertise . greene says social media is a great way to get your message out .","We have other groups that are non Corporation-sponsored, that don't advertise in school and have sustained their existence as well as their membership. Because of today's world we have social media."
T665,Q,"You don't think being able to advertise and being able to be known as an official club, being in the Student Handbook, would be beneficial to any club, in terms of its support?",cond_real,"a club should be able to advertise and be known as an official club . being in the student handbook would be beneficial to any club, in terms of its support . if you're not a student, you can't be a member .","You don't think that being able to advertise and being able to be known as an official club would be beneficial to any club, in terms of its support?"
T665,A,"I'm not saying whether it would or would not be beneficial to it. I can tell you that there are
clubs that do not get advertised that have a large membership base.",cond_unreal,there are clubs that do not get advertised that have a large membership base . bob greene: i'm not saying whether it would or would not be beneficial to it .,I'm not saying whether it would or would not be beneficial to it. I can tell you that there are clubs that do not get advertised that have a large membership base.
T723,Q,Did you strike Mr. Terranova?,,"Did you strike Mr. Terranova? he's a tycoon, he says .",Mr. Terranova pleaded not guilty to a charge of trespassing.
T723,A,I defended myself after he struck me.,temp,"he struck me and struck me, defending myself . he said: ""i'm not going to lie. ... i've got to defend myself.""",I defended myself after he struck me in the face. I defended myself after he struck me in the face.
T723,Q,"Right. And in defending yourself, did you strike Mr. Terranova?",,heidi schlumpf: did you strike Mr. Terranova in defending yourself? sheimpf: yes. he's a good guy.,"Mr. Terranova, you're defending yourself, you're defending yourself, you're defending yourself."
T723,A,"I did not strike him, no.",,"i did not strike him, no. he is a good man, but he's not a bad person.","I did not strike him, no, no, no, no, no, no, no."
T723,Q,In what manner did your body come into contact with his?,,in what manner did your body come into contact with his? cnn.com's john mccarthy asks if he has ever had a physical contact with him .,"In a trance, you screamed and screamed, and your body shook."
T723,A,"I basically grabbed his arm when he jabbed his pen in me, at my hand and poked my hand, and then after he hit me on the side of the head twice with his left arm, I basically defended myself. I got up and I was blocking myself, and as I was blocking myself, I was pushing him up against the wall and I put my fingers into his eyes to defend myself, disarming him of his pen.","disfluency_gen, temp","a man jabbed his pen in me, at my hand and poked my hand . he hit me on the side of the head twice with his left arm . I got up and I was blocking myself, disarming him of his pen .","I basically grabbed his arm when he jabbed his pen in me, at my hand and poked my hand, and then after he hit me on the side of the head twice with his left arm, I basically defended myself. I got up and I was blocking myself, and as I was blocking myself, I was pushing him up against the wall and I put my fingers into his eyes to defend myself."
T723,Q,Did you put your fingers in his eyes just once?,,"did you put your fingers in his eyes just once? if so, he's a very good man.","He said he had put his fingers in his eyes just once, but he didn't know how to do it."
T723,A,"I kept pressure on -- with my hands over his face and over his eyes as we fell towards the wall where the emergency — not the emergency, where the notification button is to the — to the tower.","disfluency_gen, disfluency_correction, disfluency_repeat","the emergency — not the emergency, where the notification button is to the — to the tower is on . i kept pressure on -- with my hands over his face and over his eyes.","I kept pressure on -- with my hands over his face and over his eyes as we fell towards the wall where the emergency — not the emergency, where the notification button is to the — to the tower."
T723,Q,Okay. Did any -- at any point that morning did any deputies enter the attorney conference room?,"disfluency_gen, disfluency_correction",did any -- at any point that morning did any deputies enter the attorney conference room?,"Yes, at any point that morning, did any deputies enter the attorney conference room?"
T723,A,No.,,n îüü  â âî .,"(iii) The jury convicted the defendants of trespassing and obstruction of justice, obstruction of justice, and obstruction of justice."
T723,Q,"All right. So according to your complaint, you say that Deputy Thompson arrived first at -- in the inmate side of the hall; is that correct ?",disfluency_correction,complaint says Deputy Thompson arrived in the inmate side of the hall . is that correct?,"Deputy Thompson arrived first at the inmate side of the hall, according to your complaint, is that correct?"
T723,A,"Yes, the first officer with his K-9.",,"yes, the first officer with his K-9 . he's the one with his first officer's K-9.","Yes, the first officer with his K-9 with his K-9, the second officer with his K-9, and the third officer with his K-9."
T723,Q,Can you describe for me what he did when he arrived?,,can you describe for me what he did when he arrived at the hq?,He sat down at a table and sat down at a table and sat down at the table.
T723,A,"I was standing at the door ready to walk out, waiting for the door to open up. Once it clicked, they open it up and I walked towards the door and he grabbed me by my shirt, but he didn't pull me out, I walked out on my own will, own free-will. He basically had ahold of my shirt. That's pretty much as I exited.","disfluency_gen, uncertainty_hedge, temp","a man grabbed me by his shirt, but he didn't pull me out . he walked out on his own will, own free-will .","I was standing at the door ready to walk out, waiting for the door to open up and I walked towards the door and he grabbed me by my shirt, but he didn't pull me out, I walked out on my own will, own free-will."
T723,Q,Can you describe for me what actions Mr. Thompson took that I guess formed the basis of your complaint against him?,uncertainty_hedge,can you describe for me what actions Mr. Thompson took that I guess formed the basis of your complaint against him?,"Mr. Thompson took a bribe from the Department of Health and Human Services, the Department of Labor, and the Department of Labor, the Department of Labor, and the Department of Justice."
T723,A,"Yeah, basically, there's a — there's a few things. I followed his order to sit down on the ground. That's what -- that's what his first order was, so I sat down on the ground. And then he immediately said no, I want you facedown on the ground in a prone position. He was cursing while he was doing this. And at me to do it, get down on the fucking ground, and I did all of those things. I conceded and did not resist. He testified to that. You were there in the courtroom when he testified to that.","disfluency_gen, uncertainty_hedge","bob greene says he was cursing while he tried to get down on the fucking ground . he testified that he didn't resist and conceded . greene: if he did that, he would have gotten a restraining order against him .","I followed his order to sit down on the ground. And then he immediately said no, I want you facedown on the ground in a prone position. He was cursing while he was doing this. And at me to do it, get down on the fucking ground, and I did all of those things."
T723,Q,Did Deputy Thompson use force against you?,,Deputy Thompson allegedly used force against you . he said he didn't know what he was doing .,"Deputy Thompson, a convicted felon, pleaded not guilty to a felony charge of armed robbery and obstruction of justice."
T723,A,Did he use force againse me?,,did he use force againse me? he used a hammer to slash me?,He used force againse me in a robbery case in which he robbed a bank and stole money.
T723,Q,Yes.,,"Yes. I'm not sure if it's a good thing, but if not, then it is a bad thing.",Is there any evidence that he is a convicted felon? Is there any evidence that he is a convicted felon? Is there any evidence that he is a felon?
T723,A,"Well, what — what he did was, he was concentrating on my upper body and he lost control of his dog. His dog was biting at my leg. His K-9 dog was biting at my leg and I ended up trying to protect my leg because he was up on my upper back now, I am protecting my leg with my right hand while he was biting at my leg. The dog ended up biting my hand, my right hand.","disfluency_gen, temp","the dog ended up biting my hand, my right hand, while he was biting at my leg . i am protecting my leg because he is up on my upper back now .","He was concentrating on my upper body and he lost control of his dog. His dog was biting at my leg. His K-9 dog was biting at my leg and I ended up trying to protect my leg. The dog ended up biting my hand, my right hand."
T723,Q,"I am sorry, the dog bit your right hand or your leg or both?",,a dog bit your hand or leg or both? he was bitten by a stray cat.,"I am sorry, the dog bit your right hand or your leg or both, or both, or both?"
T723,A,My right hand. My right hand.,disfluency_repeat,my right hand. My right hand . my left hand. my right. My left. My hand.,"My right hand, my right hand, my right hand, my right hand, my right hand, my right hand."
T723,Q,So the dog did not bite either of your legs?,,"the dog did not bite either of your legs? he was a good dog, but he did bite your legs .","No, the dog did not bite either of your legs. The dog did not bite either of you."
T723,A,"He was biting at my leg. He was biting at my leg, at my upper thigh and at my buttocks. My — and then that's where my hand was, so I put my hand there, you know, to shoo him away and then he bit my hand too. The officer was pressing down on my back, okay. He was — he didn't try to handcuff me at all and basically he was using extra force on my back.",disfluency_gen,the officer was using extra force on my back . he didn't try to handcuff me at all .,"The officer was pressing down on my back, okay. He was — he didn't try to handcuff me at all and basically he was using extra force on my back."
T723,Q,Can you describe what he was doing on your back?,,he was doing something on your back . can you describe what he did on you back?,"He said he saw a man on your back, and he said he saw a man on your back, and he said he saw a man."
T723,A,"Leaning on my back. I don't know, I was facedown, but my back — he was on my upper part of my body.","uncertainty_gen, disfluency_gen",leaning on my back — he was on my upper part of my body .,"I don't know, I was facedown, but my back — he was on my upper part of my body."
T723,Q,"And you described trying to shoo the dog away, so were you moving as Deputy Thompson was leaning on your back?",,Deputy Thompson was leaning on his back trying to shoo the dog away . were you moving as he leaned on your back?,"And you described trying to shoot the dog away, so were you moving as Deputy Thompson was leaning on your back?"
T723,A,I'm sorry?,,"I'm sorry to hear about this, but it's been a while since I've posted .","I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry"
T723,Q,"You have described that you were trying to shoo the dog away, so I am asking if you were moving as Deputy Thompson was leaning on your back?",cond_real,"Deputy Thompson was leaning on his back, so i am asking if you were moving . he was trying to shoo the dog away, so you have described that .","You have described that you were trying to shoo the dog away, so I am asking if you were moving as Deputy Thompson was leaning on your back?"
T723,A,"I was like -- I was facedown. They just -- I just explained it to you, the dog was biting at my leg and -- ",disfluency_gen,"the dog bit at my leg and -- I just explained it to you -- I was facedown . he was like -- i just explained, the dog was biting at me leg . they just -- they just explained -- they didn't know what happened .","I was like I was facedown. I just explained it to you, the dog was biting at my leg and"
T723,Q,So is it accurate you were moving as Deputy Thompson was leaning on your back?,,Deputy Thompson was leaning on your back . is it accurate you were moving?,Deputy Thompson was leaning on your back as Deputy Thompson was moving as Deputy Thompson was leaning on your back
T723,A,"I was laying down facedown. I wasn't moving anywhere. I was moving my arm to protect — I was just basically, it's a natural reaction to, just to push away, and he was on my back, so I am just showing you so you can see, so if I am facedown, I am shooing away. You can't see my arm, but basically it was down by my buttocks where my arms are. The length of my arm.","uncertainty_hedge, disfluency_correction","bob greene: if i am facedown, I am shooing away. you can't see my arm, but it was down by my buttocks where my arms are . he says it's a natural reaction to, just to push away, and he was on my back .","I was lying down facedown. I wasn't moving anywhere. I was moving my arm to protect — I was just basically, it's a natural reaction to, just to push away, and he was on my back, so I am just showing you so you can see, so if I am facedown, I am shooing away. You can't see my arm, but basically it was down by my buttocks where my arms are. The length of my arm."
T723,Q,"All right, so you just put your arm straight back, almost as if -- it looks like you were maybe partway to a position you would take to be handcuffed behind your back, is that an accurate description of what you just did with your body?","cond_unreal, uncertainty_hedge, disfluency_repeat",it looks like you were partway to a position you would take to be handcuffed behind your back . is that an accurate description of what you just did with your body?,Is that an accurate description of what you just did with your body? Is that an accurate description of what you just did?
T723,A,"Correct, if your hands are to the side, you know, and then eventually you're going to be handcuffed, you know, so they're going — only going to go a short distance from where they are on the side.","cond_real, uncertainty_hedge, disfluency_repeat","if your hands are to the side, you know, then eventually you're going to be handcuffed .","You know, if your hands are to the side, and then eventually you're going to be handcuffed, you know, so they're going — only going a short distance from where they are on the side."
T723,Q,Okay. The dog was leashed; is that correct?,,"Okay. The dog was leashed; is that correct? he was a lone liar, he says.",I don't think it's a good idea to have a dog in a house.
T723,A,"Yes, he was.",,"Yes, he was a spokesman for the fbi . bob greene: he's right.","Yes, he was, he was, he was, he was, he was, he was."
T723,Q,Did there come a time where Deputy Thompson did not have -- was not holding the leash?,disfluency_correction,did there come a time where Deputy Thompson did not have -- was not holding the leash?,"Deputy Thompson did not have -- was not holding the leash, according to the testimony."
